#{"source_key": "UNHCR", "source_url": "http://www.unhcr.org/cgi-bin/texis/vtx/home/opendocAttachment.zip?COMID=58aa8f854", "source_date": 2017-02-01, "extract_date": 2017-04-04}
UN major regions,UNHCR-Bureaux,Country/territory of asylum/residence,Type of population,Population Start 2016,of whom assisted by UNHCR Start 2016,Population Mid 2016,of whom assisted by UNHCR Mid 2016,Notes,Misc
Latin America and the Caribbean,Americas,Brazil,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Brazil,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Brazil,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Brazil,Persons under UNHCR's statelessness mandate,  4 ,   2 ,   4 ,   2 ,,
Latin America and the Caribbean,Americas,Brazil,Others of concern to UNHCR,"  6,264 ",  -00 ,"  6,264 ",  -00 ,,
Latin America and the Caribbean,Americas,Brazil,Total population of concern,"   35,790 ","  7,777 ","   41,084 ","  2,934 ",,
Latin America and the Caribbean,Americas,British Virgin Islands,Total Refugee and people in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,British Virgin Islands,Total population of concern,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,Total Refugee and people in refugee-like situations,  12 ,  6 ,   13 ,  4 ,,
Latin America and the Caribbean,Americas,Cayman Islands,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,Asylum-seekers,   7 ,   -00 ,   61 ,  -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cayman Islands,Total population of concern,  19 ,  6 ,   74 ,  4 ,,
Latin America and the Caribbean,Americas,Chile,Total Refugee and people in refugee-like situations,"  1,849 ",  93 ,"   1,890 ",  34 ,,
Latin America and the Caribbean,Americas,Chile,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Chile,Asylum-seekers,"   1,064 ",  654 ,"  1,780 ",  688 ,,
Latin America and the Caribbean,Americas,Chile,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Chile,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Chile,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Chile,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Chile,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Chile,Total population of concern,"  2,913 ",  747 ,"  3,670 ",  722 ,,
Latin America and the Caribbean,Americas,Colombia,Total Refugee and people in refugee-like situations,  226 ,   51 ,  245 ,   59 ,,
Latin America and the Caribbean,Americas,Colombia,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Colombia,Asylum-seekers,   115 ,   60 ,  266 ,   70 ,,
Latin America and the Caribbean,Americas,Colombia,Returned refugees,  -00 ,   -00 ,   119 ,   47 ,,
Latin America and the Caribbean,Americas,Colombia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","   6,939,067 ","   425,466 ","   7,126,328 ","   304,380 ",,
Latin America and the Caribbean,Americas,Colombia,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Colombia,Persons under UNHCR's statelessness mandate,  12 ,  -00 ,   12 ,  -00 ,,
Latin America and the Caribbean,Americas,Colombia,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Colombia,Total population of concern,"   6,939,420 ","   425,577 ","   7,126,970 ","   304,556 ",,
Latin America and the Caribbean,Americas,Costa Rica,Total Refugee and people in refugee-like situations,"   3,616 ","   3,616 ","   3,785 ","   3,785 ",,
Latin America and the Caribbean,Americas,Costa Rica,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Costa Rica,Asylum-seekers,"  3,283 ","   3,283 ","   4,605 ","   4,605 ",,
Latin America and the Caribbean,Americas,Costa Rica,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Costa Rica,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Costa Rica,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Costa Rica,Persons under UNHCR's statelessness mandate,"   1,806 ","   1,394 ","   1,756 ",  50 ,,
Latin America and the Caribbean,Americas,Costa Rica,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Costa Rica,Total population of concern,"   8,705 ","   8,293 ","   10,146 ","  8,440 ",,
Latin America and the Caribbean,Americas,Cuba,Total Refugee and people in refugee-like situations,  303 ,   186 ,   333 ,   219 ,,
Latin America and the Caribbean,Americas,Cuba,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cuba,Asylum-seekers,   25 ,  25 ,  22 ,  22 ,,
Latin America and the Caribbean,Americas,Cuba,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cuba,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cuba,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cuba,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cuba,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Cuba,Total population of concern,  328 ,   211 ,   355 ,   241 ,,
Latin America and the Caribbean,Americas,Curaçao,Total Refugee and people in refugee-like situations,   48 ,  48 ,  47 ,  47 ,,
Latin America and the Caribbean,Americas,Curaçao,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Curaçao,Asylum-seekers,  30 ,  30 ,  43 ,  43 ,,
Latin America and the Caribbean,Americas,Curaçao,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Curaçao,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Curaçao,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Curaçao,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Curaçao,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Curaçao,Total population of concern,   78 ,  78 ,  90 ,  90 ,,
Latin America and the Caribbean,Americas,Dominica,Total Refugee and people in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominica,Total population of concern,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,Total Refugee and people in refugee-like situations,  615 ,   615 ,   590 ,   590 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,Asylum-seekers,   758 ,   758 ,   751 ,   751 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,Persons under UNHCR's statelessness mandate,"   133,770 ","   7,129 ",  -00 ,   -00 ,i,
Latin America and the Caribbean,Americas,Dominican Rep.,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Dominican Rep.,Total population of concern,"   135,143 ","   8,502 ","   1,341 ","   1,341 ",,
Latin America and the Caribbean,Americas,Ecuador,Total Refugee and people in refugee-like situations,"  121,535 ",  -00 ,"  121,535 ",  -00 ,,
Latin America and the Caribbean,Americas,Ecuador,People in refugee-like situations,"  68,344 ",   -00 ,"  68,344 ",   -00 ,,
Latin America and the Caribbean,Americas,Ecuador,Asylum-seekers,"   11,583 ",   -00 ,"  11,583 ",   -00 ,,
Latin America and the Caribbean,Americas,Ecuador,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Ecuador,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Ecuador,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Ecuador,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Ecuador,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Ecuador,Total population of concern,"  133,118 ",  -00 ,"  133,118 ",  -00 ,j,
Latin America and the Caribbean,Americas,El Salvador,Total Refugee and people in refugee-like situations,   48 ,  31 ,  44 ,  30 ,,
Latin America and the Caribbean,Americas,El Salvador,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,El Salvador,Asylum-seekers,  1 ,   1 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,El Salvador,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,El Salvador,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,El Salvador,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,El Salvador,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,El Salvador,Others of concern to UNHCR,"   10,100 ",   -00 ,"  4,700 ",  -00 ,,
Latin America and the Caribbean,Americas,El Salvador,Total population of concern,"  10,149 ",   32 ,"   4,744 ",  30 ,,
Latin America and the Caribbean,Americas,Grenada,Total Refugee and people in refugee-like situations,   1 ,   1 ,   1 ,   1 ,,
Latin America and the Caribbean,Americas,Grenada,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Grenada,Asylum-seekers,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Grenada,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Grenada,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Grenada,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Grenada,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Grenada,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Grenada,Total population of concern,   1 ,   1 ,   1 ,   1 ,,
Latin America and the Caribbean,Americas,Guatemala,Total Refugee and people in refugee-like situations,   226 ,   100 ,   239 ,   49 ,,
Latin America and the Caribbean,Americas,Guatemala,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guatemala,Asylum-seekers,  125 ,   22 ,  196 ,   25 ,,
Latin America and the Caribbean,Americas,Guatemala,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guatemala,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guatemala,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guatemala,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guatemala,Others of concern to UNHCR,"   3,500 ",  -00 ,"  1,400 ",  -00 ,,
Latin America and the Caribbean,Americas,Guatemala,Total population of concern,"  3,851 ",  122 ,"  1,835 ",  74 ,,
Latin America and the Caribbean,Americas,Guyana,Total Refugee and people in refugee-like situations,  11 ,  11 ,  11 ,  7 ,,
Latin America and the Caribbean,Americas,Guyana,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guyana,Asylum-seekers,   1 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guyana,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guyana,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guyana,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guyana,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guyana,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Guyana,Total population of concern,  12 ,  11 ,  11 ,  7 ,,
Latin America and the Caribbean,Americas,Haiti,Total Refugee and people in refugee-like situations,   3 ,   2 ,   4 ,   4 ,,
Latin America and the Caribbean,Americas,Haiti,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Haiti,Asylum-seekers,  7 ,   3 ,   9 ,   8 ,,
Latin America and the Caribbean,Americas,Haiti,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Haiti,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Haiti,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Haiti,Persons under UNHCR's statelessness mandate,   977 ,   977 ,"  1,881 ","   1,881 ",m,
Latin America and the Caribbean,Americas,Haiti,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Haiti,Total population of concern,   987 ,   982 ,"  1,894 ","   1,893 ",,
Latin America and the Caribbean,Americas,Honduras,Total Refugee and people in refugee-like situations,  30 ,  19 ,  23 ,  5 ,,
Latin America and the Caribbean,Americas,Honduras,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Honduras,Asylum-seekers,   9 ,   4 ,   24 ,  9 ,,
Latin America and the Caribbean,Americas,Honduras,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Honduras,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","   174,000 ","   1,740 ","   174,000 ","   1,740 ",,
Latin America and the Caribbean,Americas,Honduras,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Honduras,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Honduras,Others of concern to UNHCR,"  5,100 ",  510 ,"  2,200 ",  334 ,,
Latin America and the Caribbean,Americas,Honduras,Total population of concern,"   179,139 ","   2,273 ","   176,247 ","   2,088 ",,
Latin America and the Caribbean,Americas,Jamaica,Total Refugee and people in refugee-like situations,   12 ,  12 ,  15 ,  15 ,,
Latin America and the Caribbean,Americas,Jamaica,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Jamaica,Asylum-seekers,  7 ,   7 ,   10 ,  9 ,,
Latin America and the Caribbean,Americas,Jamaica,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Jamaica,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Jamaica,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Jamaica,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Jamaica,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Jamaica,Total population of concern,   19 ,  19 ,  25 ,  24 ,,
Latin America and the Caribbean,Americas,Mexico,Total Refugee and people in refugee-like situations,"   2,923 ","   1,021 ","   4,363 ",  605 ,,
Latin America and the Caribbean,Americas,Mexico,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Mexico,Asylum-seekers,"  1,350 ",  -00 ,"  1,514 ",  498 ,,
Latin America and the Caribbean,Americas,Mexico,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Mexico,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Mexico,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Mexico,Persons under UNHCR's statelessness mandate,  13 ,  3 ,   13 ,  1 ,,
Latin America and the Caribbean,Americas,Mexico,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Mexico,Total population of concern,"   4,286 ","   1,024 ","   5,890 ","   1,104 ",,
Latin America and the Caribbean,Americas,Montserrat,Total Refugee and people in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,Asylum-seekers,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Montserrat,Total population of concern,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Nicaragua,Total Refugee and people in refugee-like situations,   330 ,   259 ,   331 ,   165 ,,
Latin America and the Caribbean,Americas,Nicaragua,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Nicaragua,Asylum-seekers,  131 ,   118 ,   298 ,   266 ,,
Latin America and the Caribbean,Americas,Nicaragua,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Nicaragua,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Nicaragua,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Nicaragua,Persons under UNHCR's statelessness mandate,   1 ,   1 ,   1 ,   1 ,,
Latin America and the Caribbean,Americas,Nicaragua,Others of concern to UNHCR,  1 ,   1 ,   2 ,   1 ,,
Latin America and the Caribbean,Americas,Nicaragua,Total population of concern,   463 ,   379 ,   632 ,   433 ,,
Latin America and the Caribbean,Americas,Panama,Total Refugee and people in refugee-like situations,"   17,322 ",   331 ,"  17,338 ","  2,031 ",,
Latin America and the Caribbean,Americas,Panama,People in refugee-like situations,"   15,000 ",   20 ,"   15,000 ",   20 ,,
Latin America and the Caribbean,Americas,Panama,Asylum-seekers,"  2,934 ","   2,743 ","   4,200 ","   3,854 ",,
Latin America and the Caribbean,Americas,Panama,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Panama,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Panama,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Panama,Persons under UNHCR's statelessness mandate,  2 ,   2 ,   2 ,   2 ,,
Latin America and the Caribbean,Americas,Panama,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Panama,Total population of concern,"   20,258 ","  3,076 ","   21,540 ","  5,887 ",,
Latin America and the Caribbean,Americas,Paraguay,Total Refugee and people in refugee-like situations,  172 ,   45 ,  181 ,   24 ,,
Latin America and the Caribbean,Americas,Paraguay,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Paraguay,Asylum-seekers,   37 ,  16 ,  42 ,  2 ,,
Latin America and the Caribbean,Americas,Paraguay,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Paraguay,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Paraguay,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Paraguay,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Paraguay,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Paraguay,Total population of concern,  209 ,   61 ,  223 ,   26 ,,
Latin America and the Caribbean,Americas,Peru,Total Refugee and people in refugee-like situations,"   1,488 ",  106 ,"  1,570 ",  58 ,,
Latin America and the Caribbean,Americas,Peru,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Peru,Asylum-seekers,   441 ,   111 ,   909 ,   52 ,,
Latin America and the Caribbean,Americas,Peru,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Peru,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Peru,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Peru,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Peru,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Peru,Total population of concern,"   1,929 ",  217 ,"  2,479 ",  110 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,Asylum-seekers,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Kitts and Nevis,Total population of concern,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Lucia,Total Refugee and people in refugee-like situations,   1 ,   1 ,   2 ,   2 ,,
Latin America and the Caribbean,Americas,Saint Lucia,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Latin America and the Caribbean,Americas,Saint Lucia,Asylum-seekers,  1 ,   1 ,   1 ,   1 ,,
